size,avg latency
0,701
100,645
200,715
300,634
400,606
500,664
600,679
700,577
800,526
900,665
1000,621
1100,636
1200,551
1300,631
1400,611
1500,605
1600,669
1700,660
1800,575
1900,569
2000,662
2100,697
2200,561
2300,721
2400,647
2500,606
2600,651
2700,551
2800,528
2900,644
3000,778
3100,606
3200,530
3300,556
3400,652
3500,651
3600,688
3700,836
3800,663
3900,669
