size,avg latency
0,315
100,396
200,394
300,338
400,342
500,297
600,367
700,311
800,277
900,318
1000,303
1100,312
1200,319
1300,332
1400,355
1500,324
1600,318
1700,312
1800,271
1900,318
2000,322
2100,327
2200,334
2300,382
2400,343
2500,349
2600,270
2700,293
2800,279
2900,273
3000,279
3100,345
3200,313
3300,375
3400,313
3500,319
3600,274
3700,303
3800,303
3900,380
