size,avg latency
0,632
100,676
200,668
300,733
400,1177
500,1169
600,829
700,883
800,884
900,846
1000,886
1100,828
1200,965
1300,1123
1400,968
1500,1014
1600,1011
1700,1153
1800,1158
1900,1438
2000,1389
2100,1265
2200,746
2300,816
2400,801
2500,516
2600,926
2700,1046
2800,877
2900,786
3000,900
3100,991
3200,995
3300,775
3400,814
3500,893
3600,795
3700,719
3800,882
3900,766
